"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/27/2020","AQS","110010043","2","1","ppb","1","MCMILLAN  NCore-PAMS","23","96.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"01/28/2020","AQS","110010043","2","1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"01/29/2020","AQS","110010043","2","0.6","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"01/30/2020","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"01/31/2020","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/01/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/02/2020","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/03/2020","AQS","110010043","2","2.5","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/04/2020","AQS","110010043","2","1.7","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/05/2020","AQS","110010043","2","1.3","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/06/2020","AQS","110010043","2","0.5","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/07/2020","AQS","110010043","2","1.1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/08/2020","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/09/2020","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/10/2020","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/11/2020","AQS","110010043","2","1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/12/2020","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/13/2020","AQS","110010043","2","0.5","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/14/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/15/2020","AQS","110010043","2","0.6","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/16/2020","AQS","110010043","2","1.8","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/17/2020","AQS","110010043","2","2.1","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/18/2020","AQS","110010043","2","2","ppb","3","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/19/2020","AQS","110010043","2","1.7","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/20/2020","AQS","110010043","2","2.2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/21/2020","AQS","110010043","2","1.1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/22/2020","AQS","110010043","2","1.3","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/23/2020","AQS","110010043","2","3.6","ppb","4","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/24/2020","AQS","110010043","2","1.9","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/25/2020","AQS","110010043","2","1.5","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/26/2020","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/27/2020","AQS","110010043","2","0.8","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/28/2020","AQS","110010043","2","1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"02/29/2020","AQS","110010043","2","0.4","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/01/2020","AQS","110010043","2","2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/02/2020","AQS","110010043","2","2","ppb","3","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/03/2020","AQS","110010043","2","1.3","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/04/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/05/2020","AQS","110010043","2","2.9","ppb","3","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/06/2020","AQS","110010043","2","1.2","ppb","1","MCMILLAN  NCore-PAMS","21","88.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/07/2020","AQS","110010043","2","1.2","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/08/2020","AQS","110010043","2","1.1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/09/2020","AQS","110010043","2","1.5","ppb","1","MCMILLAN  NCore-PAMS","21","88.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/10/2020","AQS","110010043","2","1.1","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/11/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/12/2020","AQS","110010043","2","1.2","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/13/2020","AQS","110010043","2","1.7","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/14/2020","AQS","110010043","2","1.3","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/15/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/16/2020","AQS","110010043","2","0.8","ppb","0","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/17/2020","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/18/2020","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/19/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/20/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/21/2020","AQS","110010043","2","1.2","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/22/2020","AQS","110010043","2","2","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/23/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/24/2020","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/25/2020","AQS","110010043","2","0.9","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/26/2020","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/27/2020","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/28/2020","AQS","110010043","2","0.8","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/29/2020","AQS","110010043","2","1.3","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/30/2020","AQS","110010043","2","0.8","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"03/31/2020","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/01/2020","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/02/2020","AQS","110010043","2","2.4","ppb","3","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/03/2020","AQS","110010043","2","1.8","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/04/2020","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/05/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/06/2020","AQS","110010043","2","1.2","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/07/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","22","92.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/08/2020","AQS","110010043","2","1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/09/2020","AQS","110010043","2","1","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/10/2020","AQS","110010043","2","0.7","ppb","0","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/11/2020","AQS","110010043","2","1.4","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/12/2020","AQS","110010043","2","1.5","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/13/2020","AQS","110010043","2","1.6","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
"04/14/2020","AQS","110010043","2","1.3","ppb","1","MCMILLAN  NCore-PAMS","24","100.0000","42401","Sulfur dioxide","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11","District Of Columbia","001","District of Columbia","38.9218470009224","-77.013178"
